distrito,NumeroHabitantes,unidad_indicador,valor_indicador
San Blas- Canillejas,Número de Habitantes,Personas,2.396
San Blas- Canillejas,Número de Habitantes,Porcentaje,"9,9"
San Blas- Canillejas,Número de Habitantes,Personas,1.973
San Blas- Canillejas,Número de Habitantes,Porcentaje,"8,15"
San Blas- Canillejas,Número de Habitantes,Personas,4.369
San Blas- Canillejas,Número de Habitantes,Porcentaje,"18,05"
San Blas- Canillejas,Número de Habitantes,Personas,3.218
San Blas- Canillejas,Número de Habitantes,Porcentaje,"13,29"
San Blas- Canillejas,Número de Habitantes,Personas,3.775
San Blas- Canillejas,Número de Habitantes,Proporción,"15,59"
San Blas- Canillejas,Número de Habitantes,Proporción,"18,05"
San Blas- Canillejas,Número de Habitantes,Proporción,"45,16"
San Blas- Canillejas,Número de Habitantes,Índice,"50,69"
San Blas- Canillejas,Número de Habitantes,Personas,21.855
San Blas- Canillejas,Número de Habitantes,Porcentaje,"90,27"
San Blas- Canillejas,Número de Habitantes,Personas,10.237
San Blas- Canillejas,Número de Habitantes,Porcentaje,"46,84"
San Blas- Canillejas,Número de Habitantes,Personas,11.618
San Blas- Canillejas,Número de Habitantes,Porcentaje,"53,16"
San Blas- Canillejas,Número de Habitantes,Personas,2.356
San Blas- Canillejas,Número de Habitantes,Porcentaje,"9,73"
San Blas- Canillejas,Número de Habitantes,Personas,1.090
San Blas- Canillejas,Número de Habitantes,Porcentaje,"46,26"
San Blas- Canillejas,Número de Habitantes,Personas,1.266
San Blas- Canillejas,Número de Habitantes,Porcentaje,"53,74"
San Blas- Canillejas,Número de Habitantes,Proporción,"6,82"
San Blas- Canillejas,Número de Habitantes,Personas,159
San Blas- Canillejas,Número de Habitantes,Porcentaje,"6,75"
San Blas- Canillejas,Número de Habitantes,Personas,392
San Blas- Canillejas,Número de Habitantes,Porcentaje,"16,64"
San Blas- Canillejas,Número de Habitantes,Habitantes,31.677
San Blas- Canillejas,Número de Habitantes,Habitantes,15.213
San Blas- Canillejas,Número de Habitantes,Porcentaje,"48,03"
San Blas- Canillejas,Número de Habitantes,Habitantes,16.464
San Blas- Canillejas,Número de Habitantes,Porcentaje,"51,97"
San Blas- Canillejas,Número de Habitantes,Personas,5.001
San Blas- Canillejas,Número de Habitantes,Porcentaje,"15,79"
San Blas- Canillejas,Número de Habitantes,Personas,5.720
San Blas- Canillejas,Número de Habitantes,Porcentaje,"18,06"
San Blas- Canillejas,Número de Habitantes,Personas,4.808
San Blas- Canillejas,Número de Habitantes,Porcentaje,"15,18"
San Blas- Canillejas,Número de Habitantes,Personas,11.873
San Blas- Canillejas,Número de Habitantes,Porcentaje,"37,48"
San Blas- Canillejas,Número de Habitantes,Personas,3.084
San Blas- Canillejas,Número de Habitantes,Porcentaje,"9,74"
San Blas- Canillejas,Número de Habitantes,Personas,1.191
San Blas- Canillejas,Número de Habitantes,Porcentaje,"3,76"
San Blas- Canillejas,Número de Habitantes,Personas,4.275
San Blas- Canillejas,Número de Habitantes,Porcentaje,"13,5"
San Blas- Canillejas,Número de Habitantes,Personas,4.996
San Blas- Canillejas,Número de Habitantes,Porcentaje,"15,77"
San Blas- Canillejas,Número de Habitantes,Personas,5.594
San Blas- Canillejas,Número de Habitantes,Proporción,"17,66"
San Blas- Canillejas,Número de Habitantes,Proporción,"13,5"
San Blas- Canillejas,Número de Habitantes,Proporción,"27,86"
San Blas- Canillejas,Número de Habitantes,Índice,"45,25"
San Blas- Canillejas,Número de Habitantes,Personas,29.947
San Blas- Canillejas,Número de Habitantes,Porcentaje,"94,54"
San Blas- Canillejas,Número de Habitantes,Personas,14.478
San Blas- Canillejas,Número de Habitantes,Porcentaje,"48,35"
San Blas- Canillejas,Número de Habitantes,Personas,15.469
San Blas- Canillejas,Número de Habitantes,Porcentaje,"51,65"
San Blas- Canillejas,Número de Habitantes,Personas,1.729
San Blas- Canillejas,Número de Habitantes,Porcentaje,"5,46"
San Blas- Canillejas,Número de Habitantes,Personas,734
San Blas- Canillejas,Número de Habitantes,Porcentaje,"42,45"
San Blas- Canillejas,Número de Habitantes,Personas,995
San Blas- Canillejas,Número de Habitantes,Porcentaje,"57,55"
San Blas- Canillejas,Número de Habitantes,Proporción,"2,98"
San Blas- Canillejas,Número de Habitantes,Personas,159
San Blas- Canillejas,Número de Habitantes,Porcentaje,"9,2"
San Blas- Canillejas,Número de Habitantes,Personas,377
San Blas- Canillejas,Número de Habitantes,Porcentaje,"21,8"
San Blas- Canillejas,Número de Habitantes,Habitantes,16.693
San Blas- Canillejas,Número de Habitantes,Habitantes,8.142
San Blas- Canillejas,Número de Habitantes,Porcentaje,"48,77"
San Blas- Canillejas,Número de Habitantes,Habitantes,8.551
San Blas- Canillejas,Número de Habitantes,Porcentaje,"51,23"
San Blas- Canillejas,Número de Habitantes,Personas,3.235
San Blas- Canillejas,Número de Habitantes,Porcentaje,"19,38"
San Blas- Canillejas,Número de Habitantes,Personas,2.332
San Blas- Canillejas,Número de Habitantes,Porcentaje,"13,97"
San Blas- Canillejas,Número de Habitantes,Personas,4.821
San Blas- Canillejas,Número de Habitantes,Porcentaje,"28,88"
San Blas- Canillejas,Número de Habitantes,Personas,4.430
San Blas- Canillejas,Número de Habitantes,Porcentaje,"26,54"
San Blas- Canillejas,Número de Habitantes,Personas,1.102
San Blas- Canillejas,Número de Habitantes,Porcentaje,"6,6"
San Blas- Canillejas,Número de Habitantes,Personas,773
San Blas- Canillejas,Número de Habitantes,Porcentaje,"4,63"
San Blas- Canillejas,Número de Habitantes,Personas,1.875
San Blas- Canillejas,Número de Habitantes,Porcentaje,"11,23"
San Blas- Canillejas,Número de Habitantes,Personas,2.788
San Blas- Canillejas,Número de Habitantes,Porcentaje,"16,7"
San Blas- Canillejas,Número de Habitantes,Personas,3.388
San Blas- Canillejas,Número de Habitantes,Proporción,"20,3"
San Blas- Canillejas,Número de Habitantes,Proporción,"11,23"
San Blas- Canillejas,Número de Habitantes,Proporción,"41,23"
San Blas- Canillejas,Número de Habitantes,Índice,"46,05"
San Blas- Canillejas,Número de Habitantes,Personas,13.797
San Blas- Canillejas,Número de Habitantes,Porcentaje,"82,65"
San Blas- Canillejas,Número de Habitantes,Personas,6.798
San Blas- Canillejas,Número de Habitantes,Porcentaje,"49,27"
San Blas- Canillejas,Número de Habitantes,Personas,6.999
San Blas- Canillejas,Número de Habitantes,Porcentaje,"50,73"
San Blas- Canillejas,Número de Habitantes,Personas,2.896
San Blas- Canillejas,Número de Habitantes,Porcentaje,"17,35"
San Blas- Canillejas,Número de Habitantes,Personas,1.344
San Blas- Canillejas,Número de Habitantes,Porcentaje,"46,41"
San Blas- Canillejas,Número de Habitantes,Personas,1.552
San Blas- Canillejas,Número de Habitantes,Porcentaje,"53,59"
San Blas- Canillejas,Número de Habitantes,Proporción,"10,63"
San Blas- Canillejas,Número de Habitantes,Personas,511
San Blas- Canillejas,Número de Habitantes,Porcentaje,"17,65"
San Blas- Canillejas,Número de Habitantes,Personas,287
San Blas- Canillejas,Número de Habitantes,Porcentaje,"9,91"
San Blas- Canillejas,Número de Habitantes,Habitantes,28.584
San Blas- Canillejas,Número de Habitantes,Habitantes,13.404
San Blas- Canillejas,Número de Habitantes,Porcentaje,"46,89"
San Blas- Canillejas,Número de Habitantes,Habitantes,15.180
San Blas- Canillejas,Número de Habitantes,Porcentaje,"53,11"
San Blas- Canillejas,Número de Habitantes,Personas,3.456
San Blas- Canillejas,Número de Habitantes,Porcentaje,"12,09"
San Blas- Canillejas,Número de Habitantes,Personas,4.306
San Blas- Canillejas,Número de Habitantes,Porcentaje,"15,06"
San Blas- Canillejas,Número de Habitantes,Personas,6.076
San Blas- Canillejas,Número de Habitantes,Porcentaje,"21,26"
San Blas- Canillejas,Número de Habitantes,Personas,8.104
San Blas- Canillejas,Número de Habitantes,Porcentaje,"28,35"
San Blas- Canillejas,Número de Habitantes,Personas,4.403
San Blas- Canillejas,Número de Habitantes,Porcentaje,"15,4"
San Blas- Canillejas,Número de Habitantes,Personas,2.239
San Blas- Canillejas,Número de Habitantes,Porcentaje,"7,83"
San Blas- Canillejas,Número de Habitantes,Personas,6.642
San Blas- Canillejas,Número de Habitantes,Porcentaje,"23,24"
San Blas- Canillejas,Número de Habitantes,Personas,3.030
San Blas- Canillejas,Número de Habitantes,Porcentaje,"10,6"
San Blas- Canillejas,Número de Habitantes,Personas,3.682
San Blas- Canillejas,Número de Habitantes,Proporción,"12,88"
San Blas- Canillejas,Número de Habitantes,Proporción,"23,24"
San Blas- Canillejas,Número de Habitantes,Proporción,"33,71"
San Blas- Canillejas,Número de Habitantes,Índice,"56,54"
San Blas- Canillejas,Número de Habitantes,Personas,24.262
San Blas- Canillejas,Número de Habitantes,Porcentaje,"84,88"
San Blas- Canillejas,Número de Habitantes,Personas,11.425
San Blas- Canillejas,Número de Habitantes,Porcentaje,"47,09"
San Blas- Canillejas,Número de Habitantes,Personas,12.837
San Blas- Canillejas,Número de Habitantes,Porcentaje,"52,91"
San Blas- Canillejas,Número de Habitantes,Personas,4.322
San Blas- Canillejas,Número de Habitantes,Porcentaje,"15,12"
San Blas- Canillejas,Número de Habitantes,Personas,1.979
San Blas- Canillejas,Número de Habitantes,Porcentaje,"45,79"
San Blas- Canillejas,Número de Habitantes,Personas,2.343
San Blas- Canillejas,Número de Habitantes,Porcentaje,"54,21"
San Blas- Canillejas,Número de Habitantes,Proporción,"9,48"
San Blas- Canillejas,Número de Habitantes,Personas,303
San Blas- Canillejas,Número de Habitantes,Porcentaje,"7,01"
San Blas- Canillejas,Número de Habitantes,Personas,930
San Blas- Canillejas,Número de Habitantes,Porcentaje,"21,52"
San Blas- Canillejas,Número de Habitantes,Habitantes,11.351
San Blas- Canillejas,Número de Habitantes,Habitantes,5.366
San Blas- Canillejas,Número de Habitantes,Porcentaje,"47,27"
San Blas- Canillejas,Número de Habitantes,Habitantes,5.985
San Blas- Canillejas,Número de Habitantes,Porcentaje,"52,73"
San Blas- Canillejas,Número de Habitantes,Personas,1.215
San Blas- Canillejas,Número de Habitantes,Porcentaje,"10,7"
San Blas- Canillejas,Número de Habitantes,Personas,2.199
San Blas- Canillejas,Número de Habitantes,Porcentaje,"19,37"
San Blas- Canillejas,Número de Habitantes,Personas,1.700
San Blas- Canillejas,Número de Habitantes,Porcentaje,"14,98"
San Blas- Canillejas,Número de Habitantes,Personas,3.885
San Blas- Canillejas,Número de Habitantes,Porcentaje,"34,23"
San Blas- Canillejas,Número de Habitantes,Personas,1.560
San Blas- Canillejas,Número de Habitantes,Porcentaje,"13,74"
San Blas- Canillejas,Número de Habitantes,Personas,792
San Blas- Canillejas,Número de Habitantes,Porcentaje,"6,98"
San Blas- Canillejas,Número de Habitantes,Personas,2.352
San Blas- Canillejas,Número de Habitantes,Porcentaje,"20,72"
San Blas- Canillejas,Número de Habitantes,Personas,1.131
San Blas- Canillejas,Número de Habitantes,Porcentaje,"9,96"
San Blas- Canillejas,Número de Habitantes,Personas,1.339
San Blas- Canillejas,Número de Habitantes,Proporción,"11,8"
San Blas- Canillejas,Número de Habitantes,Proporción,"20,72"
San Blas- Canillejas,Número de Habitantes,Proporción,"33,67"
San Blas- Canillejas,Número de Habitantes,Índice,"48,19"
San Blas- Canillejas,Número de Habitantes,Personas,10.452
San Blas- Canillejas,Número de Habitantes,Porcentaje,"92,08"
San Blas- Canillejas,Número de Habitantes,Personas,4.969
San Blas- Canillejas,Número de Habitantes,Porcentaje,"47,54"
San Blas- Canillejas,Número de Habitantes,Personas,5.483
San Blas- Canillejas,Número de Habitantes,Porcentaje,"52,46"
San Blas- Canillejas,Número de Habitantes,Personas,899
San Blas- Canillejas,Número de Habitantes,Porcentaje,"7,92"
San Blas- Canillejas,Número de Habitantes,Personas,397
San Blas- Canillejas,Número de Habitantes,Porcentaje,"44,16"
San Blas- Canillejas,Número de Habitantes,Personas,502
San Blas- Canillejas,Número de Habitantes,Porcentaje,"55,84"
San Blas- Canillejas,Número de Habitantes,Proporción,"4,23"
San Blas- Canillejas,Número de Habitantes,Personas,67
San Blas- Canillejas,Número de Habitantes,Porcentaje,"7,45"
San Blas- Canillejas,Número de Habitantes,Personas,78
San Blas- Canillejas,Número de Habitantes,Porcentaje,"8,68"
Barajas,Número de Habitantes,Habitantes,48.972
Barajas,Número de Habitantes,Habitantes,23.653
Barajas,Número de Habitantes,Porcentaje,"48,3"
Barajas,Número de Habitantes,Habitantes,25.319
Barajas,Número de Habitantes,Porcentaje,"51,7"
Barajas,Número de Habitantes,Personas,8.430
Barajas,Número de Habitantes,Porcentaje,"17,21"
Barajas,Número de Habitantes,Personas,6.743
Barajas,Número de Habitantes,Porcentaje,"13,77"
Barajas,Número de Habitantes,Personas,11.407
Barajas,Número de Habitantes,Porcentaje,"23,29"
Barajas,Número de Habitantes,Personas,13.692
Barajas,Número de Habitantes,Porcentaje,"27,96"
Barajas,Número de Habitantes,Personas,6.541
Barajas,Número de Habitantes,Porcentaje,"13,36"
Barajas,Número de Habitantes,Personas,2.159
Barajas,Número de Habitantes,Porcentaje,"4,41"
Barajas,Número de Habitantes,Personas,8.700
Barajas,Número de Habitantes,Porcentaje,"17,77"
Barajas,Número de Habitantes,Personas,7.480
Barajas,Número de Habitantes,Porcentaje,"15,27"
Barajas,Número de Habitantes,Personas,8.976
Barajas,Número de Habitantes,Proporción,"18,33"
Barajas,Número de Habitantes,Proporción,"17,77"
Barajas,Número de Habitantes,Proporción,"24,82"
Barajas,Número de Habitantes,Índice,"56,48"
Barajas,Número de Habitantes,Personas,44.365
Barajas,Número de Habitantes,Porcentaje,"90,59"
Barajas,Número de Habitantes,Personas,21.615
Barajas,Número de Habitantes,Porcentaje,"48,72"
Barajas,Número de Habitantes,Personas,22.750
Barajas,Número de Habitantes,Porcentaje,"51,28"
Barajas,Número de Habitantes,Personas,4.607
Barajas,Número de Habitantes,Porcentaje,"9,41"
Barajas,Número de Habitantes,Personas,2.038
Barajas,Número de Habitantes,Porcentaje,"44,24"
Barajas,Número de Habitantes,Personas,2.569
Barajas,Número de Habitantes,Porcentaje,"55,76"
Barajas,Número de Habitantes,Proporción,"5,22"
Barajas,Número de Habitantes,Personas,359
Barajas,Número de Habitantes,Porcentaje,"7,79"
Barajas,Número de Habitantes,Personas,4
Barajas,Número de Habitantes,Porcentaje,"0,09"
Barajas,Número de Habitantes,Personas,194
Barajas,Número de Habitantes,Porcentaje,"4,21"
Barajas,Número de Habitantes,Personas,388
Barajas,Número de Habitantes,Porcentaje,"8,42"
Barajas,Número de Habitantes,Personas,642
Barajas,Número de Habitantes,Porcentaje,"13,94"
Barajas,Número de Habitantes,Personas,74
Barajas,Número de Habitantes,Porcentaje,"1,61"
Barajas,Número de Habitantes,Personas,138
Barajas,Número de Habitantes,Porcentaje,3
Barajas,Número de Habitantes,Personas,29
Barajas,Número de Habitantes,Porcentaje,"0,63"
Barajas,Número de Habitantes,Personas,206
Barajas,Número de Habitantes,Porcentaje,"4,47"
Barajas,Número de Habitantes,Personas,322
Barajas,Número de Habitantes,Porcentaje,"6,99"
Barajas,Número de Habitantes,Personas,167
Barajas,Número de Habitantes,Porcentaje,"3,62"
Barajas,Número de Habitantes,Personas,124
Barajas,Número de Habitantes,Porcentaje,"2,69"
Barajas,Número de Habitantes,Habitantes,19.526
Barajas,Número de Habitantes,Habitantes,9.391
Barajas,Número de Habitantes,Porcentaje,"48,09"
Barajas,Número de Habitantes,Habitantes,10.135
Barajas,Número de Habitantes,Porcentaje,"51,91"
Barajas,Número de Habitantes,Personas,3.048
Barajas,Número de Habitantes,Porcentaje,"15,61"
Barajas,Número de Habitantes,Personas,2.447
Barajas,Número de Habitantes,Porcentaje,"12,53"
Barajas,Número de Habitantes,Personas,3.931
Barajas,Número de Habitantes,Porcentaje,"20,13"
Barajas,Número de Habitantes,Personas,5.095
Barajas,Número de Habitantes,Porcentaje,"26,09"
Barajas,Número de Habitantes,Personas,4.067
Barajas,Número de Habitantes,Porcentaje,"20,83"
Barajas,Número de Habitantes,Personas,938
Barajas,Número de Habitantes,Porcentaje,"4,8"
Barajas,Número de Habitantes,Personas,5.005
Barajas,Número de Habitantes,Porcentaje,"25,63"
Barajas,Número de Habitantes,Personas,2.790
Barajas,Número de Habitantes,Porcentaje,"14,29"
Barajas,Número de Habitantes,Personas,3.256
Barajas,Número de Habitantes,Proporción,"16,68"
Barajas,Número de Habitantes,Proporción,"25,63"
Barajas,Número de Habitantes,Proporción,"18,74"
Barajas,Número de Habitantes,Índice,"73,33"
Barajas,Número de Habitantes,Personas,18.422
Barajas,Número de Habitantes,Porcentaje,"94,35"
Barajas,Número de Habitantes,Personas,8.911
Barajas,Número de Habitantes,Porcentaje,"48,37"
Barajas,Número de Habitantes,Personas,9.511
Barajas,Número de Habitantes,Porcentaje,"51,63"
Barajas,Número de Habitantes,Personas,1.104
Barajas,Número de Habitantes,Porcentaje,"5,65"
Barajas,Número de Habitantes,Personas,480
Barajas,Número de Habitantes,Porcentaje,"43,48"
Barajas,Número de Habitantes,Personas,624
Barajas,Número de Habitantes,Porcentaje,"56,52"
Barajas,Número de Habitantes,Proporción,"2,59"
Barajas,Número de Habitantes,Personas,77
Barajas,Número de Habitantes,Porcentaje,"6,97"
Barajas,Número de Habitantes,Personas,115
Barajas,Número de Habitantes,Porcentaje,"10,42"
Barajas,Número de Habitantes,Habitantes,1.851
Barajas,Número de Habitantes,Habitantes,952
Barajas,Número de Habitantes,Porcentaje,"51,43"
Barajas,Número de Habitantes,Habitantes,899
Barajas,Número de Habitantes,Porcentaje,"48,57"
Barajas,Número de Habitantes,Personas,274
Barajas,Número de Habitantes,Porcentaje,"14,8"
Barajas,Número de Habitantes,Personas,300
Barajas,Número de Habitantes,Porcentaje,"16,21"
Barajas,Número de Habitantes,Personas,457
Barajas,Número de Habitantes,Porcentaje,"24,69"
Barajas,Número de Habitantes,Personas,541
Barajas,Número de Habitantes,Porcentaje,"29,23"
Barajas,Número de Habitantes,Personas,158
Barajas,Número de Habitantes,Porcentaje,"8,54"
Barajas,Número de Habitantes,Personas,121
Barajas,Número de Habitantes,Porcentaje,"6,54"
Barajas,Número de Habitantes,Personas,279
Barajas,Número de Habitantes,Porcentaje,"15,07"
Barajas,Número de Habitantes,Personas,234
Barajas,Número de Habitantes,Porcentaje,"12,64"
Barajas,Número de Habitantes,Personas,292
Barajas,Número de Habitantes,Proporción,"15,78"
Barajas,Número de Habitantes,Proporción,"15,07"
Barajas,Número de Habitantes,Proporción,"43,37"
Barajas,Número de Habitantes,Índice,"44,61"
Barajas,Número de Habitantes,Personas,1.474
Barajas,Número de Habitantes,Porcentaje,"79,63"
Barajas,Número de Habitantes,Personas,762
Barajas,Número de Habitantes,Porcentaje,"51,7"
Barajas,Número de Habitantes,Personas,712
Barajas,Número de Habitantes,Porcentaje,"48,3"
Barajas,Número de Habitantes,Personas,377
Barajas,Número de Habitantes,Porcentaje,"20,37"
Barajas,Número de Habitantes,Personas,190
Barajas,Número de Habitantes,Porcentaje,"50,4"
Barajas,Número de Habitantes,Personas,187
Barajas,Número de Habitantes,Porcentaje,"49,6"
Barajas,Número de Habitantes,Proporción,"15,13"
Barajas,Número de Habitantes,Personas,31
Barajas,Número de Habitantes,Porcentaje,"8,22"
Barajas,Número de Habitantes,Personas,73
Barajas,Número de Habitantes,Porcentaje,"19,36"
Barajas,Número de Habitantes,Habitantes,7.565
Barajas,Número de Habitantes,Habitantes,3.648
Barajas,Número de Habitantes,Porcentaje,"48,22"
Barajas,Número de Habitantes,Habitantes,3.917
Barajas,Número de Habitantes,Porcentaje,"51,78"
Barajas,Número de Habitantes,Personas,857
Barajas,Número de Habitantes,Porcentaje,"11,33"
Barajas,Número de Habitantes,Personas,1.146
Barajas,Número de Habitantes,Porcentaje,"15,15"
Barajas,Número de Habitantes,Personas,2.015
Barajas,Número de Habitantes,Porcentaje,"26,64"
Barajas,Número de Habitantes,Personas,2.162
Barajas,Número de Habitantes,Porcentaje,"28,58"
Barajas,Número de Habitantes,Personas,914
Barajas,Número de Habitantes,Porcentaje,"12,08"
Barajas,Número de Habitantes,Personas,471
Barajas,Número de Habitantes,Porcentaje,"6,23"
Barajas,Número de Habitantes,Personas,1.385
Barajas,Número de Habitantes,Porcentaje,"18,31"
Barajas,Número de Habitantes,Personas,720
Barajas,Número de Habitantes,Porcentaje,"9,52"
Barajas,Número de Habitantes,Personas,910
Barajas,Número de Habitantes,Proporción,"12,03"
Barajas,Número de Habitantes,Proporción,"18,31"
Barajas,Número de Habitantes,Proporción,"34,01"
Barajas,Número de Habitantes,Índice,"43,55"
Barajas,Número de Habitantes,Personas,6.177
Barajas,Número de Habitantes,Porcentaje,"81,65"
Barajas,Número de Habitantes,Personas,3.019
Barajas,Número de Habitantes,Porcentaje,"48,87"
Barajas,Número de Habitantes,Personas,3.158
Barajas,Número de Habitantes,Porcentaje,"51,13"
Barajas,Número de Habitantes,Personas,1.388
Barajas,Número de Habitantes,Porcentaje,"18,35"
Barajas,Número de Habitantes,Personas,629
Barajas,Número de Habitantes,Porcentaje,"45,32"
Barajas,Número de Habitantes,Personas,759
Barajas,Número de Habitantes,Porcentaje,"54,68"
Barajas,Número de Habitantes,Proporción,"11,45"
Barajas,Número de Habitantes,Personas,114
Barajas,Número de Habitantes,Porcentaje,"8,21"
Barajas,Número de Habitantes,Personas,246
Barajas,Número de Habitantes,Porcentaje,"17,72"
Barajas,Número de Habitantes,Habitantes,12.388
Barajas,Número de Habitantes,Habitantes,5.916
Barajas,Número de Habitantes,Porcentaje,"47,76"
Barajas,Número de Habitantes,Habitantes,6.472
Barajas,Número de Habitantes,Porcentaje,"52,24"
Barajas,Número de Habitantes,Personas,2.472
Barajas,Número de Habitantes,Porcentaje,"19,95"
Barajas,Número de Habitantes,Personas,1.771
Barajas,Número de Habitantes,Porcentaje,"14,3"
Barajas,Número de Habitantes,Personas,3.460
Barajas,Número de Habitantes,Porcentaje,"27,93"
Barajas,Número de Habitantes,Personas,3.422
Barajas,Número de Habitantes,Porcentaje,"27,62"
Barajas,Número de Habitantes,Personas,875
Barajas,Número de Habitantes,Porcentaje,"7,06"
Barajas,Número de Habitantes,Personas,388
Barajas,Número de Habitantes,Porcentaje,"3,13"
Barajas,Número de Habitantes,Personas,1.263
Barajas,Número de Habitantes,Porcentaje,"10,2"
Barajas,Número de Habitantes,Personas,2.052
Barajas,Número de Habitantes,Porcentaje,"16,56"
Barajas,Número de Habitantes,Personas,2.599
Barajas,Número de Habitantes,Proporción,"20,98"
Barajas,Número de Habitantes,Proporción,"10,2"
Barajas,Número de Habitantes,Proporción,"30,72"
Barajas,Número de Habitantes,Índice,"45,3"
Barajas,Número de Habitantes,Personas,11.158
Barajas,Número de Habitantes,Porcentaje,"90,07"
Barajas,Número de Habitantes,Personas,5.393
Barajas,Número de Habitantes,Porcentaje,"48,33"
Barajas,Número de Habitantes,Personas,5.765
Barajas,Número de Habitantes,Porcentaje,"51,67"
Barajas,Número de Habitantes,Personas,1.230
Barajas,Número de Habitantes,Porcentaje,"9,93"
Barajas,Número de Habitantes,Personas,523
Barajas,Número de Habitantes,Porcentaje,"42,52"
Barajas,Número de Habitantes,Personas,707
Barajas,Número de Habitantes,Porcentaje,"57,48"
Barajas,Número de Habitantes,Proporción,"5,75"
Barajas,Número de Habitantes,Personas,126
Barajas,Número de Habitantes,Porcentaje,"10,24"
Barajas,Número de Habitantes,Personas,183
Barajas,Número de Habitantes,Porcentaje,"14,88"
Barajas,Número de Habitantes,Habitantes,7.642
Barajas,Número de Habitantes,Habitantes,3.746
Barajas,Número de Habitantes,Porcentaje,"49,02"
Barajas,Número de Habitantes,Habitantes,3.896
Barajas,Número de Habitantes,Porcentaje,"50,98"
Barajas,Número de Habitantes,Personas,1.779
Barajas,Número de Habitantes,Porcentaje,"23,28"
Barajas,Número de Habitantes,Personas,1.079
Barajas,Número de Habitantes,Porcentaje,"14,12"
Barajas,Número de Habitantes,Personas,1.544
Barajas,Número de Habitantes,Porcentaje,"20,2"
Barajas,Número de Habitantes,Personas,2.472
Barajas,Número de Habitantes,Porcentaje,"32,35"
Barajas,Número de Habitantes,Personas,527
Barajas,Número de Habitantes,Porcentaje,"6,9"
Barajas,Número de Habitantes,Personas,241
Barajas,Número de Habitantes,Porcentaje,"3,15"
Barajas,Número de Habitantes,Personas,768
Barajas,Número de Habitantes,Porcentaje,"10,05"
Barajas,Número de Habitantes,Personas,1.684
Barajas,Número de Habitantes,Porcentaje,"22,04"
Barajas,Número de Habitantes,Personas,1.919
Barajas,Número de Habitantes,Proporción,"25,11"
Barajas,Número de Habitantes,Proporción,"10,05"
Barajas,Número de Habitantes,Proporción,"31,38"
Barajas,Número de Habitantes,Índice,"54,23"
Barajas,Número de Habitantes,Personas,7.134
Barajas,Número de Habitantes,Porcentaje,"93,35"
Barajas,Número de Habitantes,Personas,3.530
Barajas,Número de Habitantes,Porcentaje,"49,48"
Barajas,Número de Habitantes,Personas,3.604
Barajas,Número de Habitantes,Porcentaje,"50,52"
Barajas,Número de Habitantes,Personas,508
Barajas,Número de Habitantes,Porcentaje,"6,65"
Barajas,Número de Habitantes,Personas,216
Barajas,Número de Habitantes,Porcentaje,"42,52"
Barajas,Número de Habitantes,Personas,292
Barajas,Número de Habitantes,Porcentaje,"57,48"
Barajas,Número de Habitantes,Proporción,"2,54"
Barajas,Número de Habitantes,Personas,40
Barajas,Número de Habitantes,Personas,25
Centro,Número de Habitantes,Habitantes,142.033
Centro,Número de Habitantes,Habitantes,72.294
Centro,Número de Habitantes,Porcentaje,"50,9"
Centro,Número de Habitantes,Habitantes,69.739
Centro,Número de Habitantes,Porcentaje,"49,1"
Centro,Número de Habitantes,Personas,10.000
Centro,Número de Habitantes,Porcentaje,"7,04"
Centro,Número de Habitantes,Personas,24.685
Centro,Número de Habitantes,Porcentaje,"17,38"
Centro,Número de Habitantes,Personas,44.861
Centro,Número de Habitantes,Porcentaje,"31,58"
Centro,Número de Habitantes,Personas,40.315
Centro,Número de Habitantes,Porcentaje,"28,38"
Centro,Número de Habitantes,Personas,14.951
Centro,Número de Habitantes,Porcentaje,"10,53"
Centro,Número de Habitantes,Personas,7.221
Centro,Número de Habitantes,Porcentaje,"5,08"
Centro,Número de Habitantes,Personas,22.172
Centro,Número de Habitantes,Porcentaje,"16,05"
Centro,Número de Habitantes,Personas,10.919
Centro,Número de Habitantes,Porcentaje,"7,69"
Centro,Número de Habitantes,Indice,31
Centro,Número de Habitantes,Personas,53.516
Centro,Número de Habitantes,Porcentaje,"50,3"
Centro,Número de Habitantes,Personas,34.084
Centro,Número de Habitantes,Porcentaje,24
Centro,Número de Habitantes,Personas,18.255
Centro,Número de Habitantes,Porcentaje,"53,56"
Centro,Número de Habitantes,Personas,15.829
Centro,Número de Habitantes,Porcentaje,"46,44"
Centro,Número de Habitantes,Proporción,"13,42"
Centro,Número de Habitantes,Personas,3.553
Centro,Número de Habitantes,Porcentaje,"0,1"
Centro,Número de Habitantes,Personas,3.063
Centro,Número de Habitantes,Porcentaje,"0,09"
Centro,Número de Habitantes,Personas,1.573
Centro,Número de Habitantes,Porcentaje,"0,05"
Centro,Número de Habitantes,Personas,2.361
Centro,Número de Habitantes,Porcentaje,"0,07"
Centro,Número de Habitantes,Personas,802
Centro,Número de Habitantes,Porcentaje,"0,02"
Centro,Número de Habitantes,Personas,242
Centro,Número de Habitantes,Porcentaje,"0,01"
Centro,Número de Habitantes,Personas,1.287
Centro,Número de Habitantes,Porcentaje,"0,04"
Centro,Número de Habitantes,Personas,1.862
Centro,Número de Habitantes,Porcentaje,"0,05"
Centro,Número de Habitantes,Personas,1.123
Centro,Número de Habitantes,Porcentaje,"0,03"
Centro,Número de Habitantes,Personas,386
