idGen,Product,WasteType
4100,Unlabeled litter,General
4101,Unlabeled litter,General
4102,Unlabeled litter,General
4104,Drink can,General
4105,Cigarette,General
4106,Cigarette,General
4108,Cigarette,General
4109,Normal paper,General
4111,Drink can,General
4112,Drink can,General
4113,Drink can,General
4114,Cigarette,General
4116,Cigarette,General
4118,Drink can,General
4121,Broken glass,General
4122,Broken glass,General
4123,Broken glass,General
4124,Broken glass,General
4125,Broken glass,General
4126,Broken glass,General
4127,Broken glass,General
4128,Broken glass,General
4129,Broken glass,General
4130,Broken glass,General
4131,Broken glass,General
4132,Broken glass,General
4133,Broken glass,General
4134,Broken glass,General
4135,Broken glass,General
4136,Broken glass,General
4137,Broken glass,General
4138,Broken glass,General
4139,Broken glass,General
4140,Broken glass,General
4141,Broken glass,General
4142,Broken glass,General
4143,Broken glass,General
4144,Broken glass,General
4145,Broken glass,General
4146,Broken glass,General
4147,Broken glass,General
4148,Broken glass,General
4149,Broken glass,General
4150,Broken glass,General
4151,Broken glass,General
4152,Broken glass,General
4153,Broken glass,General
4154,Broken glass,General
4155,Broken glass,General
4156,Broken glass,General
4157,Broken glass,General
4158,Broken glass,General
4159,Broken glass,General
4160,Broken glass,General
4161,Broken glass,General
4162,Broken glass,General
4163,Broken glass,General
4164,Broken glass,General
4165,Broken glass,General
4166,Broken glass,General
4167,Broken glass,General
4168,Broken glass,General
4169,Broken glass,General
4170,Broken glass,General
4171,Broken glass,General
4172,Cigarette,General
4173,Disposable plastic cup,General
4179,Scrap metal,General
4180,Drink carton,General
4181,Normal paper,General
4182,Normal paper,General
4183,Normal paper,General
4190,Unlabeled litter,General
4191,Plastic straw,General
4192,Cigarette,General
4193,Other carton,General
4194,Cigarette,General
4195,Disposable plastic cup,General
4196,Cigarette,General
4197,Unlabeled litter,General
4198,Disposable plastic cup,General
4199,Cigarette,General
4202,Cigarette,General
4203,Cigarette,General
4204,Cigarette,General
4207,Cigarette,General
4208,Cigarette,General
4209,Tissues,General
4210,Drink can,General
4211,Pop tab,General
4212,Cigarette,General
4213,Cigarette,General
4214,Cigarette,General
4215,Cigarette,General
4216,Unlabeled litter,General
4217,Cigarette,General
4219,Cigarette,General
4220,Drink can,General
4221,Pop tab,General
4223,Cigarette,General
4225,Other carton,General
4230,Cigarette,General
4231,Cigarette,General
4232,Cigarette,General
4233,Cigarette,General
4234,Cigarette,General
4235,Cigarette,General
4236,Cigarette,General
4237,Cigarette,General
4238,Egg carton,General
4240,Cigarette,General
4241,Cigarette,General
4243,Cigarette,General
4244,Cigarette,General
4245,Drink can,General
4246,Cigarette,General
4247,Cigarette,General
4248,Cigarette,General
4249,Cigarette,General
4250,Cigarette,General
4252,Unlabeled litter,General
4253,Cigarette,General
4263,Unlabeled litter,General
4268,Plastic lid,General
4278,Unlabeled litter,General
4283,Unlabeled litter,General
4285,Paper cup,General
4286,Other carton,General
4288,Cigarette,General
4289,Unlabeled litter,General
4291,Unlabeled litter,General
4293,Styrofoam piece,General
4294,Unlabeled litter,General
4296,Egg carton,General
4297,Unlabeled litter,General
4301,Drink carton,General
4302,Unlabeled litter,General
4304,Other carton,General
4305,Cigarette,General
4307,Unlabeled litter,General
4308,Unlabeled litter,General
4309,Cigarette,General
4310,Cigarette,General
4311,Unlabeled litter,General
4312,Styrofoam piece,General
4315,Cigarette,General
4318,Cigarette,General
4319,Unlabeled litter,General
4320,Normal paper,General
4321,Normal paper,General
4322,Unlabeled litter,General
4323,Cigarette,General
4324,Cigarette,General
4326,Cigarette,General
4327,Unlabeled litter,General
4329,Unlabeled litter,General
4330,Unlabeled litter,General
4331,Unlabeled litter,General
4332,Unlabeled litter,General
4333,Broken glass,General
4334,Unlabeled litter,General
4344,Unlabeled litter,General
4345,Unlabeled litter,General
4346,Unlabeled litter,General
4348,Unlabeled litter,General
4349,Other carton,General
4350,Unlabeled litter,General
4352,Cigarette,General
4353,Food Can,General
4357,Cigarette,General
4358,Unlabeled litter,General
4360,Unlabeled litter,General
4361,Corrugated carton,General
4364,Broken glass,General
4365,Broken glass,General
4366,Broken glass,General
4367,Broken glass,General
4368,Broken glass,General
4369,Broken glass,General
4370,Broken glass,General
4371,Broken glass,General
4372,Broken glass,General
4373,Broken glass,General
4374,Broken glass,General
4375,Broken glass,General
4376,Broken glass,General
4377,Broken glass,General
4378,Broken glass,General
4379,Broken glass,General
4380,Broken glass,General
4381,Broken glass,General
4382,Broken glass,General
4383,Broken glass,General
4384,Broken glass,General
4385,Broken glass,General
4386,Broken glass,General
4387,Broken glass,General
4388,Broken glass,General
4389,Unlabeled litter,General
4390,Cigarette,General
4391,Broken glass,General
4392,Drink can,General
4393,Disposable plastic cup,General
4395,Pop tab,General
4403,Aluminium foil,General
4404,Unlabeled litter,General
4405,Drink can,General
4406,Pop tab,General
4407,Disposable plastic cup,General
4408,Paper cup,General
4409,Plastic lid,General
4411,Cigarette,General
4412,Cigarette,General
4413,Cigarette,General
4414,Cigarette,General
4415,Disposable plastic cup,General
4416,Plastic lid,General
4417,Plastic straw,General
4418,Cigarette,General
4419,Cigarette,General
4420,Cigarette,General
4421,Cigarette,General
4422,Drink can,General
4423,Drink can,General
4424,Drink can,General
4425,Pop tab,General
4427,Other carton,General
4430,Cigarette,General
4431,Other carton,General
4434,Other carton,General
4435,Unlabeled litter,General
4436,Cigarette,General
4437,Cigarette,General
4438,Other plastic cup,General
4439,Normal paper,General
4441,Drink can,General
4443,Normal paper,General
4444,Cigarette,General
4445,Unlabeled litter,General
4449,Drink can,General
4451,Drink can,General
4455,Cigarette,General
4456,Paper bag,General
4457,Aluminium foil,General
4459,Plastic lid,General
4461,Other carton,General
4462,Unlabeled litter,General
4463,Normal paper,General
4464,Drink can,General
4465,Cigarette,General
4466,Other carton,General
4467,Drink can,General
4468,Drink can,General
4470,Cigarette,General
4471,Cigarette,General
4474,Tissues,General
4476,Cigarette,General
4477,Drink can,General
4482,Unlabeled litter,General
4484,Cigarette,General
4486,Cigarette,General
4489,Unlabeled litter,General
4490,Unlabeled litter,General
4496,Aluminium foil,General
4497,Unlabeled litter,General
4504,Plastic lid,General
4506,Drink carton,General
4507,Plastic straw,General
4508,Unlabeled litter,General
4511,Cigarette,General
4512,Cigarette,General
4515,Unlabeled litter,General
4516,Cigarette,General
4521,Tissues,General
4522,Unlabeled litter,General
4526,Scrap metal,General
4531,Cigarette,General
4533,Styrofoam piece,General
4541,Cigarette,General
4543,Tissues,General
4546,Cigarette,General
4547,Cigarette,General
4550,Styrofoam piece,General
4551,Styrofoam piece,General
4552,Styrofoam piece,General
4553,Styrofoam piece,General
4554,Styrofoam piece,General
4555,Cigarette,General
4557,Unlabeled litter,General
4558,Cigarette,General
4559,Unlabeled litter,General
4560,Unlabeled litter,General
4561,Cigarette,General
4565,Unlabeled litter,General
4567,Rope & strings,General
4570,Cigarette,General
4575,Rope & strings,General
4577,Cigarette,General
4578,Cigarette,General
4579,Cigarette,General
4580,Plastic straw,General
4581,Cigarette,General
4592,Plastic straw,General
4593,Unlabeled litter,General
4594,Corrugated carton,General
4595,Unlabeled litter,General
4596,Unlabeled litter,General
4597,Unlabeled litter,General
4598,Unlabeled litter,General
4600,Cigarette,General
4601,Cigarette,General
4602,Wrapping paper,General
4603,Cigarette,General
4604,Drink carton,General
4605,Plastic straw,General
4606,Cigarette,General
4607,Cigarette,General
4608,Cigarette,General
4609,Cigarette,General
4611,Unlabeled litter,General
4612,Cigarette,General
4613,Cigarette,General
4614,Cigarette,General
4615,Cigarette,General
4616,Pop tab,General
4618,Pop tab,General
4619,Cigarette,General
4620,Cigarette,General
4621,Cigarette,General
4622,Pop tab,General
4623,Unlabeled litter,General
4625,Disposable plastic cup,General
4626,Tissues,General
4627,Tissues,General
4630,Unlabeled litter,General
4632,Unlabeled litter,General
4634,Unlabeled litter,General
4636,Unlabeled litter,General
4639,Unlabeled litter,General
4641,Cigarette,General
4642,Cigarette,General
4643,Cigarette,General
4644,Tissues,General
4645,Unlabeled litter,General
4646,Meal carton,General
4649,Other carton,General
4651,Drink can,General
4652,Disposable plastic cup,General
4653,Cigarette,General
4654,Normal paper,General
4655,Disposable plastic cup,General
4656,Cigarette,General
4657,Disposable plastic cup,General
4660,Normal paper,General
4661,Rope & strings,General
4663,Plastic lid,General
4665,Unlabeled litter,General
4668,Plastic lid,General
4670,Unlabeled litter,General
4675,Unlabeled litter,General
4677,Corrugated carton,General
4681,Unlabeled litter,General
4687,Tissues,General
4690,Cigarette,General
4691,Cigarette,General
4694,Aluminium foil,General
4695,Cigarette,General
4696,Cigarette,General
4697,Cigarette,General
4701,Cigarette,General
4702,Cigarette,General
4703,Cigarette,General
4704,Cigarette,General
4705,Cigarette,General
4706,Unlabeled litter,General
4707,Cigarette,General
4708,Unlabeled litter,General
4712,Drink can,General
4716,Other carton,General
4717,Unlabeled litter,General
4718,Unlabeled litter,General
4719,Scrap metal,General
4720,Unlabeled litter,General
4721,Scrap metal,General
4722,Styrofoam piece,General
4723,Aluminium foil,General
4724,Cigarette,General
4725,Other carton,General
4726,Cigarette,General
4727,Cigarette,General
4728,Cigarette,General
4729,Other carton,General
4730,Other carton,General
4732,Cigarette,General
4733,Cigarette,General
4734,Cigarette,General
4735,Cigarette,General
4736,Cigarette,General
4737,Cigarette,General
4739,Aluminium foil,General
4740,Tissues,General
4741,Corrugated carton,General
4742,Normal paper,General
4743,Tissues,General
4744,Unlabeled litter,General
4745,Plastic lid,General
4746,Normal paper,General
4747,Normal paper,General
4748,Cigarette,General
4749,Unlabeled litter,General
4752,Unlabeled litter,General
4753,Drink can,General
4755,Unlabeled litter,General
4766,Drink carton,General
4767,Drink carton,General
4768,Plastic straw,General
4769,Unlabeled litter,General
4770,Unlabeled litter,General
4773,Unlabeled litter,General
4774,Unlabeled litter,General
4775,Plastic straw,General
4779,Drink carton,General
4782,Other carton,General
