Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S007724;07/05/2021;14:10;CTRA. PARQUE DE ATRACCIONES;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Hombre;03
2021S008110;07/05/2021;12:50;CMNO. PRINCIPE;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;02
2021S007877;08/05/2021;21:50;CALL. SANTANDER / CALL. MELQUIADES ALVAREZ;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;02
2021S008075;08/05/2021;21:50;CALL. MARCELO USERA;131;USERA;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S008025;08/05/2021;12:05;AVDA. LOS ROSALES / AUTOV. M-40;-;USERA;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S007960;09/05/2021;22:52;CALL. SANTA ENGRACIA;80;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2021S007953;09/05/2021;20:15;CALL. ALCALA;211;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;07
2021S007930;09/05/2021;15:55;AVDA. CAMILO JOSE CELA;29;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S007983;09/05/2021;13:05;CALL. MAYORAZGO DE DUARTE;40;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;02
2021S007918;09/05/2021;11:00;AVDA. MIGUEL HERNANDEZ / CALL. TORREMOLINOS;-;PUENTE DE VALLECAS;Caída;Nublado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02
2021S007900;09/05/2021;3:45;CALL. PRINCESA;43;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Hombre;01
2021S008016;10/05/2021;18:10;PLAZA. MANUEL BECERRA;6;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;02
2021S008139;11/05/2021;21:10;CALL. GOLONDRINA;52;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;06
2021S008088;11/05/2021;14:30;GTA. QUEVEDO / CALL. ARAPILES;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 70 A 74 AÑOS;Hombre;02
2021S008192;12/05/2021;13:50;CALL. ALMAGRO;21;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2021S008384;14/05/2021;20:20;PASEO. PONTONES / PASEO. MELANCOLICOS;-;ARGANZUELA;Colisión fronto-lateral;;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S008288;14/05/2021;15:10;CALL. MORALZARZAL / CALL. LA MASO;-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;03
2021S008264;14/05/2021;10:21;"AVDA. MANUEL FRAGA IRIBARNE / GTA. ANTONIO CHENEL ""ANTOÑETE""";-;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;02
2021S008408;15/05/2021;23:35;CALL. SAN BERNARDO / CALL. PALMA;-;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S008396;15/05/2021;20:45;CALL. SAN HILARIO;5;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07
2021S008368;15/05/2021;11:15;IDB. PARQUE LINEAL DEL MANZANARES;0;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S008368;15/05/2021;11:15;IDB. PARQUE LINEAL DEL MANZANARES;0;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;DE 45 A 49 AÑOS;Hombre;07
2021S008364;15/05/2021;10:35;CALL. CEA BERMUDEZ;52;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S008604;15/05/2021;9:25;CALL. ANTONIO LOPEZ; 195E;USERA;Colisión lateral;;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S008532;16/05/2021;22:28;CALL. SEPULVEDA;1;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S008466;16/05/2021;18:45;CALL. VELAZQUEZ / CALL. GOYA;-;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S008458;16/05/2021;15:40;AVDA. LAS FUERZAS ARMADAS / CALL. EDUARDO HARO;-;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;06
2021S008496;16/05/2021;8:50;AVDA. DOCTOR GARCIA TAPIA / AUTOV. M-40;-;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S008525;17/05/2021;19:33;PLAZA. MANUEL BECERRA / CALL. ALCALA;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;05
2021S008583;18/05/2021;20:25;CALL. BRAVO MURILLO / CALL. LOPE DE HARO;-;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;03
2021S008569;18/05/2021;16:40;CALL. CERRO DE LA PLATA;6;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;
2021S008670;19/05/2021;23:40;AVDA. POBLADOS;70;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S008660;19/05/2021;19:50;CTRA. ALCOBENDAS A BARAJAS;30;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;01
2021S008621;19/05/2021;14:55;PASEO. RECOLETOS;22;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Hombre;07
2021S008803;20/05/2021;20:15;CMNO. VIEJO DE VICALVARO, FRENTE AL Nº 9;-;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S008998;20/05/2021;13:27;CTRA. CASTILLA, +00300S;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07
2021S008766;20/05/2021;10:45;GTA. OLGA RAMOS (FAROLA 84);-;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;01
2021S008881;21/05/2021;20:15;CTRA. RODAJOS;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;02
2021S008811;21/05/2021;19:05;CTRA. ESTACION DE HORTALEZA;56;HORTALEZA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;14
2021S008811;21/05/2021;19:05;CTRA. ESTACION DE HORTALEZA;56;HORTALEZA;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Hombre;03
2021S008907;22/05/2021;21:40;CALL. TOLEDO;52;CENTRO;Alcance;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;
2021S008866;22/05/2021;8:40;CALL. ALCALA;253;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;06
2021S008974;23/05/2021;16:45;CALL. PUERTO ALTO / CALL. MONTE PERDIDO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S008970;23/05/2021;14:55;CALL. MINERVA / CALL. TITANIO;-;VICÁLVARO;Alcance;Nublado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;
2021S009054;24/05/2021;13:20;AVDA. ENTREVIAS / AVDA. BUENOS AIRES;-;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;05
2021S009101;25/05/2021;20:00;CALL. MATEO INURRIA;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S009096;25/05/2021;19:40;CALL. VIRGEN DE LOS ROSALES / CALL. VELETA;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;06
2021S009087;25/05/2021;17:15;AVDA. ARCENTALES;7;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;
2021S009116;25/05/2021;14:50;PASEO. CHOPERA;10;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S009051;25/05/2021;4:45;CALL. MESON DE PAREDES / CALL. MIGUEL SERVET;-;CENTRO;Colisión múltiple;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S009168;26/05/2021;22:20;PASEO. MELANCOLICOS;4;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03
2021S009154;26/05/2021;20:00;AVDA. ANDES;52;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S009155;26/05/2021;19:42;CALL. ALFONSO XII;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 15 A 17 AÑOS;Hombre;01
2021S009155;26/05/2021;19:42;CALL. ALFONSO XII;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Pasajero;DE 10 A 14 AÑOS;Hombre;14
2021S009147;26/05/2021;17:40;AVDA. MONASTERIO DE SILOS; 7B;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;03
2021S009147;26/05/2021;17:40;AVDA. MONASTERIO DE SILOS; 7B;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DESCONOCIDA;;
2021S009241;27/05/2021;23:45;CALL. SANTA ENGRACIA;140;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2021S009224;27/05/2021;19:30;CALL. ANTONIO MACHADO / CALL. VALDERREY;-;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S009261;27/05/2021;14:05;CMNO. POZO DEL TIO RAIMUNDO;37;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2021S009171;27/05/2021;0:00;CALL. GENOVA;24;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S009492;28/05/2021;7:40;CALL. EMBAJADORES;300;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;07
2021S009258;28/05/2021;3:40;PASEO. CASTELLANA;180;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;01
2021S009357;29/05/2021;12:30;CALL. SEGOVIA;21;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06
2021S009484;29/05/2021;11:15;PASEO PIÑONEROS KM 46,708 VIA VERDE CASA DE CAMPO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;02
2021S009484;29/05/2021;11:15;PASEO PIÑONEROS KM 46,708 VIA VERDE CASA DE CAMPO;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S009421;29/05/2021;10:00;AVDA. CARDENAL HERRERA ORIA / AVDA. LLANO CASTELLANO;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;06
2021S009421;29/05/2021;10:00;AVDA. CARDENAL HERRERA ORIA / AVDA. LLANO CASTELLANO;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S009511;30/05/2021;15:10;CALL. PEDRO RICO / CALL. ARTURO DUPERIER;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;02
2021S009423;30/05/2021;11:45;CALL. EMBAJADORES / ACCESO CAJA MAGICA;-;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Mujer;02
2021S009537;31/05/2021;22:15;PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA;-;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;05
2021S009532;31/05/2021;20:35;CALL. VIA CARPETANA;57;CARABANCHEL;Caída;;Bicicleta;Conductor;DESCONOCIDA;;
2021S009570;31/05/2021;14:20;PLAZA. EMPERADOR CARLOS V;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;
2021S009686;01/06/2021;21:35;AVDA. BRASILIA / AVDA. BADAJOZ;-;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S009606;01/06/2021;19:30;CUSTA. SAN VICENTE / CALL. BAILEN;-;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;06
2021S009665;01/06/2021;15:34;RONDA. VALENCIA / CALL. ALONSO DEL BARCO;-;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;01
2021S009635;01/06/2021;11:05;GTA. EMBAJADORES / RONDA. VALENCIA;-;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;DESCONOCIDA;;
2021S009635;01/06/2021;11:05;GTA. EMBAJADORES / RONDA. VALENCIA;-;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;DE 30 A 34 AÑOS;Hombre;05
2021S009673;02/06/2021;16:40;CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-23;-;RETIRO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S009753;02/06/2021;14:55;PASEO. CASTELLANA;216;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;07
2021S009724;02/06/2021;13:10;CALL. ALEJANDRO SANCHEZ;72;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S009732;02/06/2021;12:30;AVDA. MENENDEZ PELAYO / CALL. DOCTOR CASTELO;-;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;
2021S009701;02/06/2021;11:30;CALL. VIRGEN DE LOS PELIGROS;12;CENTRO;Otro;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S009776;03/06/2021;19:45;GTA. MARQUES DE VADILLO;1;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;07
2021S009818;03/06/2021;13:40;PLAZA. INDEPENDENCIA / CALL. ALFONSO XII;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S009877;04/06/2021;23:50;CALL. INFANTA MERCEDES;27;TETUÁN;Otro;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S009839;04/06/2021;19:05;CALL. FUENCARRAL / CALL. JERONIMO DE LA QUINTANA;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;03
2021S009947;05/06/2021;23:00;CALL. ALCALA / AUTOV. M-30;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;03
2021S009902;05/06/2021;5:30;PLAZA. LEGAZPI CON PASEO DE LA CHOPERA;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S010125;06/06/2021;13:35;AVDA. MONASTERIO DE SILOS;96;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S010125;06/06/2021;13:35;AVDA. MONASTERIO DE SILOS;96;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;06
2021S010149;06/06/2021;11:35;CALL. ISABEL COLBRAND / CALL. MARIA TUBAU;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Mujer;05
2021S010047;06/06/2021;11:30;AVDA. LAS FUERZAS ARMADAS;136;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;01
2021S009991;06/06/2021;11:15;AVDA. MENENDEZ PELAYO;38;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Mujer;02
2021S010099;07/06/2021;19:45;PLAZA. ALSACIA / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;
2021S010076;07/06/2021;15:00;PLAZA. CORTES;2;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;07
2021S010188;07/06/2021;6:47;AVDA. PORTUGAL / AVDA. PRINCIPAL;-;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2021S010131;08/06/2021;8:50;PLAZA CIBELES - CALLE ALCALA;-;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Mujer;03
2021S010245;09/06/2021;19:15;CALL. PINOS ALTA;5;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14
2021S010245;09/06/2021;19:15;CALL. PINOS ALTA;5;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;DE 40 A 44 AÑOS;Mujer;02
2021S010810;09/06/2021;7:00;PASEO. PRADO;1;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;01
2021S010364;10/06/2021;22:30;CALL. CARTAGENA;158;CHAMARTÍN;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;01
2021S010311;10/06/2021;16:30;CALL. ALCALA / ARCON;-;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Mujer;06
2021S010414;10/06/2021;16:05;CALL. PLANETA TIERRA / CALL. EROS;-;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01
2021S010419;10/06/2021;14:20;PASEO. SANTA MARIA DE LA CABEZA;18;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;01
2021S010276;10/06/2021;12:39;CALL. SAN DALMACIO;19;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;
2021S010572;11/06/2021;19:25;CALL. MONASTERIO DE LAS HUELGAS;5;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07
2021S010514;12/06/2021;21:30;CALL. GENOVA;24;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;02
2021S010483;12/06/2021;10:15;CALL. ALEGRIA DE ORIA / CALL. TESEO;-;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S010567;12/06/2021;9:45;CALL. SAMARIA / CALL. DOCTOR ESQUERDO;-;RETIRO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;01
2021S010587;13/06/2021;21:20;CALL. GENOVA;16;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2021S010564;13/06/2021;11:50;REAL DE ARGANDA;74;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 65 A 69 AÑOS;Hombre;
2021S010594;13/06/2021;5:05;CALL. PRINCESA;31;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;02
2021S010709;14/06/2021;21:41;CALL. MONASTERIO DE EL PAULAR / AVDA. MONASTERIO DE SILOS;-;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;07
2021S010725;15/06/2021;23:02;AVDA. MARQUES DE CORBERA;22;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2021S010698;15/06/2021;15:00;PASEO. ERMITA DEL SANTO;16;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;14
2021S010698;15/06/2021;15:00;PASEO. ERMITA DEL SANTO;16;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 55 A 59 AÑOS;Hombre;07
2021S010739;15/06/2021;11:30;PASEO. CAMOENS Y VALERO / PASEO. RUPERTO CHAPI;-;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;01
2021S010831;15/06/2021;10:20;AVDA. FRANCISCO PI Y MARGALL / CALL. MARIA DE PORTUGAL;-;HORTALEZA;Colisión frontal;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S010682;15/06/2021;8:55;CALL. LOMBIA / CALL. JORGE JUAN;-;SALAMANCA;Colisión fronto-lateral;;Bicicleta;Conductor;DE 40 A 44 AÑOS;Hombre;14
2021S010916;16/06/2021;20:00;CALL. RICARDO BELTRAN Y ROZPIDE / CALL. ALBARDIN;-;USERA;Alcance;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2021S010860;16/06/2021;19:10;CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO;-;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 50 A 54 AÑOS;Mujer;14
2021S010868;17/06/2021;18:35;CALL. VILLANUEVA / CALL. SERRANO;-;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 40 A 44 AÑOS;Mujer;07
2021S010803;17/06/2021;8:25;CALL. VELAZQUEZ;6;SALAMANCA;Alcance;Lluvia débil;Bicicleta;Conductor;DE 35 A 39 AÑOS;Mujer;02
2021S011089;19/06/2021;21:35;GTA. EDIMBURGO;1;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;14
2021S011227;19/06/2021;21:05;CALL. BLAS CABRERA;125;LATINA;Choque contra obstáculo fijo;;Bicicleta;Conductor;DE 50 A 54 AÑOS;Hombre;14
2021S011084;19/06/2021;21:00;CALL. VALLE DE ARAN;5;MONCLOA-ARAVACA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Mujer;
2021S011201;19/06/2021;20:55;BIBLM. EUGENIO TRIAS CASA DE FIERAS DEL RETIRO;0;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Mujer;05
2021S010978;19/06/2021;1:40;CALL. JUAN BRAVO / CALL. ALCANTARA;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S011098;20/06/2021;18:55;CALL. LUIS DE HOYOS SAINZ / CALL. VALDEBERNARDO;-;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;03
2021S011097;20/06/2021;18:10;CALL. TOLEDO;74;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;01
2021S011221;21/06/2021;20:39;AVDA. DOCTOR GARCIA TAPIA;232;MORATALAZ;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;07
2021S011142;21/06/2021;10:10;CALL. ARTURO SORIA / CALL. LOPEZ DE HOYOS;-;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S011192;21/06/2021;7:50;CALL. BIGASTRO / CALL. NAVACEPEDILLA;-;LATINA;Caída;Despejado;Bicicleta;Conductor;DE 45 A 49 AÑOS;Hombre;07
2021S011286;23/06/2021;18:20;CALL. TOLEDO;107;CENTRO;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;01
2021S011439;24/06/2021;22:15;AVDA. PLANETARIO;18;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;01
2021S011442;24/06/2021;21:50;PASEO. OLMOS;14;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;07
2021S011367;24/06/2021;17:45;CALL. GENERAL ALVAREZ DE CASTRO;24;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 18 A 20 AÑOS;Hombre;14
2021S011367;24/06/2021;17:45;CALL. GENERAL ALVAREZ DE CASTRO;24;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;DE 50 A 54 AÑOS;Mujer;01
2021S011347;24/06/2021;17:05;CALL. O'DONNELL;44;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;06
2021S011444;24/06/2021;16:30;PASEO. SANTA MARIA DE LA CABEZA;13;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 55 A 59 AÑOS;Mujer;07
2021S011348;24/06/2021;15:00;CSTAN. ANGELES;12;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 21 A 24 AÑOS;Hombre;01
