Identifier,Description,District Code,District Name,Neighborhood code,Neighborhood Name,Operative Status,Address
457854,SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº7,1,CENTRO,11,PALACIO,OPERATIVO,CALLE SAN BRUNO 7
457856,SITUADO APARCABICICLETAS - C/ CONDE DE ROMANONES Nº2,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE CONDE DE ROMANONES 2
457858,SITUADO APARCABICICLETAS - Pz. PROVINCIA Nº3,1,CENTRO,16,SOL,OPERATIVO,PLAZA PROVINCIA 3
457865,SITUADO APARCABICICLETAS - C/ DOCTOR CORTEZO Nº4,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE DOCTOR CORTEZO 4
457870,SITUADO APARCABICICLETAS - Pz. SANTA ANA Nº15,1,CENTRO,13,CORTES,OPERATIVO,PLAZA SANTA ANA 15
457871,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº10,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE SANTA ISABEL 10
457872,SITUADO APARCABICICLETAS - C/ LAVAPIES Nº21,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE LAVAPIES 21
457873,SITUADO APARCABICICLETAS - C/ CARLOS ARNICHES Nº5,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE CARLOS ARNICHES 5
457874,SITUADO APARCABICICLETAS - GTA. PUERTA DE TOLEDO Nº1,1,CENTRO,12,EMBAJADORES,OPERATIVO,GLORIETA PUERTA DE TOLEDO 1
457875,SITUADO APARCABICICLETAS - C/ PALOMA Nº39,1,CENTRO,11,PALACIO,OPERATIVO,CALLE PALOMA 39
457876,SITUADO APARCABICICLETAS - GTA. EMBAJADORES Nº1,1,CENTRO,12,EMBAJADORES,OPERATIVO,GLORIETA EMBAJADORES 1
457877,SITUADO APARCABICICLETAS - RONDA DE VALENCIA Nº2,1,CENTRO,12,EMBAJADORES,OPERATIVO,RONDA VALENCIA 2
457878,SITUADO APARCABICICLETAS - C/ VALENCIA Nº30,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE VALENCIA 30
457879,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº57,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE SANTA ISABEL 57
457880,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº53,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE SANTA ISABEL 53
457881,SITUADO APARCABICICLETAS - RONDA DE ATOCHA Nº2,1,CENTRO,12,EMBAJADORES,OPERATIVO,RONDA ATOCHA 2
457882,SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº46,1,CENTRO,12,EMBAJADORES,OPERATIVO,CALLE SANTA ISABEL 46
457883,SITUADO APARCABICICLETAS - C/ HUERTAS Nº75,1,CENTRO,13,CORTES,OPERATIVO,CALLE HUERTAS 75
457884,SITUADO APARCABICICLETAS - C/ MARQUES DE CUBAS Nº4,1,CENTRO,13,CORTES,OPERATIVO,CALLE MARQUES DE CUBAS 4
457885,SITUADO APARCABICICLETAS - C/ ALCALA Nº45,1,CENTRO,14,JUSTICIA,OPERATIVO,CALLE ALCALA 45
457886,SITUADO APARCABICICLETAS - C/ ALCALA Nº42,1,CENTRO,13,CORTES,OPERATIVO,CALLE ALCALA 42
457889,SITUADO APARCABICICLETAS - C/ ALCALA Nº34,1,CENTRO,13,CORTES,OPERATIVO,CALLE ALCALA 34
457894,SITUADO APARCABICICLETAS - C/ CABALLERO DE GRACIA Nº15,1,CENTRO,13,CORTES,OPERATIVO,CALLE CABALLERO DE GRACIA 15
457897,SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº13,1,CENTRO,16,SOL,OPERATIVO,PLAZA PUERTA DEL SOL 13
457900,SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº8,1,CENTRO,16,SOL,OPERATIVO,PLAZA PUERTA DEL SOL 8
457904,SITUADO APARCABICICLETAS - C/ MAYOR Nº8,1,CENTRO,16,SOL,OPERATIVO,CALLE MAYOR 8
457906,SITUADO APARCABICICLETAS - C/ MAYOR Nº26,1,CENTRO,16,SOL,OPERATIVO,CALLE MAYOR 26
457908,SITUADO APARCABICICLETAS - C/ MAYOR Nº32,1,CENTRO,16,SOL,OPERATIVO,CALLE MAYOR 32
457910,SITUADO APARCABICICLETAS - C/ CAVA DE SAN MIGUEL Nº2,1,CENTRO,16,SOL,OPERATIVO,CALLE CAVA DE SAN MIGUEL 2
457942,SITUADO APARCABICICLETAS - C/ SAN JUSTO Nº1,1,CENTRO,11,PALACIO,OPERATIVO,CALLE SAN JUSTO 1
457963,SITUADO APARCABICICLETAS - C/ JOAQUIN DICENTA Nº1,6,TETUAN,64,ALMENARA,OPERATIVO,CALLE JOAQUIN DICENTA 1
458000,SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº46,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,AVENIDA PABLO IGLESIAS 46
458013,SITUADO APARCABICICLETAS - Pz. MARQUES DE COMILLAS Nº1,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,PLAZA MARQUES DE COMILLAS 1
461388,SITUADO_APARCABICICLETAS - IES VILLA DE VALLECAS,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,CALLE VILLARINO DE LOS AIRES 14
461390,SITUADO_APARCABICICLETAS - CALLE DE JOSE PAULETE 59,13,PUENTE DE VALLECAS,135,PORTAZGO,OPERATIVO,CALLE JOSE PAULETE 59
461496,SITUADO_APARCABICICLETAS - COLEGIO SAGRADA FAMILIA,14,MORATALAZ,143,MARROQUINA,OPERATIVO,CALLE OBERON 6
528260,SITUADO_APARCABICICLETAS - CALLE DE LOS ANDALUCES 20,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,CALLE ANDALUCES 20
528262,SITUADO_APARCABICICLETAS - IES ANTONIO DOMINGUEZ ORTIZ,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,AVENIDA MIGUEL HERNANDEZ 48
528265,SITUADO_APARCABICICLETAS - CENTRO DE SALUD FEDERICA MONTSENY,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,AVENIDA ALBUFERA 287
528266,SITUADO_APARCABICICLETAS- CAMPO FUTBOL ARAGON,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,CALLE ANTONIO MAIRENA 23
528267,SITUADO_APARCABICICLETAS- COLEGIO CENTRO CULTURAL PALOMERAS,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,CALLE ANTONIO MAIRENA 19B
528268,SITUADO_APARCABICICLETAS - CALLE DE LA SIERRA MOLINA 1,13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,CALLE SIERRA MOLINA 1
528270,"SITUADO_APARCABICICLETAS - CALLE DE CARLOS SOLE 13,",13,PUENTE DE VALLECAS,135,PORTAZGO,OPERATIVO,CALLE CARLOS SOLE 13
528271,SITUADO_APARCABICICLETAS - DOCTOR SEVERO OCHOA,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE EZCARAY 3
528272,SITUADO_APARCABICICLETAS - CALLE DE LOS LEONESES 23,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,CALLE LEONESES 23
528273,SITUADO_APARCABICICLETAS - IES JOAQUIN RODRIGO,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE CASALARREINA 28
528274,SITUADO_APARCABICICLETAS - ESCUELA OFICIAL DE IDIOMAS MORATALAZ,14,MORATALAZ,141,PAVONES,OPERATIVO,CALLE VALDEBERNARDO 3
528275,"SITUADO_APARCABICICLETAS - CALLE PEÑA UBIÑA, 6",13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,CALLE PEÑA UBIÑA 6
528276,"SITUADO_APARCABICICLETAS - CALLE PEÑA GORBEA, 13",13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,CALLE PEÑA GORBEA 13
528277,SITUADO_APARCABICICLETAS - COLEGIO PUBLICO MENENDEZ PIDAL,14,MORATALAZ,145,FONTARRON,OPERATIVO,CALLE ENCOMIENDA DE PALACIOS 105
528279,SITUADO_APARCABICICLETAS - PASEO DE LOS ARTILLEROS 35,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,PASEO ARTILLEROS 35
528281,SITUADO_APARCABICICLETAS - CEIP PEDRO DUQUE,19,VICALVARO,193,VALDERRIVAS,OPERATIVO,CALLE MARMOLINA 5
528282,SITUADO_APARCABICICLETAS - CALLE DE SAN CIPRIANO 46,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE SAN CIPRIANO 46
528289,SITUADOS APARCABICLETAS-CENTRO DEPORTIVO MUNICIPAL ORCASUR,12,USERA,122,ORCASUR,OPERATIVO,CALLE MOREJA 28
528291,SITUADOS_APARCABICICLETAS-AVENIDA DE ORCASUR 7,12,USERA,122,ORCASUR,OPERATIVO,AVENIDA ORCASUR 7
528292,SITUADOS_APARCABICILETAS-COLEGIO LA MILAGROSA,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,PLAZA PARROQUIA 14
528293,SITUADOS_APARCABICICLETAS-,11,CARABANCHEL,112,OPAÑEL,OPERATIVO,PLAZA GANDARA DE ORO 3
528295,SITUADOS_APARCABICICLETAS - UNIÓN FEDERAL DE POLICIA,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,PLAZA CARABANCHEL 4
528296,SITUADOS_APARCABICICLETAS-CALLE VIA LUSITANA 3A,11,CARABANCHEL,117,ABRANTES,OPERATIVO,CALLE VIA LUSITANA 3A
528298,SITUADO_APARCABICICLETAS - CALLE DEL PUERTO DE CANENCIA 9,13,PUENTE DE VALLECAS,136,NUMANCIA,OPERATIVO,CALLE PUERTO DE CANENCIA 9
528299,SITUADOS_APARCABICICLETAS-COLEGIO DIOCESANO MARÍA INMACULADA,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE JOAQUIN TURINA 62
528300,SITUADO_APARCABICICLETAS - COLEGIO LOS TILOS,13,PUENTE DE VALLECAS,136,NUMANCIA,OPERATIVO,CALLE EL BOSCO 22
528303,SITUADOS_APARCABICICLETAS - CALLE DEL CIDRO 10,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE CIDRO 10
528305,SITUADO_APARCABICICLETAS - CALLE DEL PUERTO DE BALBARAN 127,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,CALLE PUERTO DE BALBARAN 127
528308,SITUADO_APARCABICICLETAS - CENTRO CULTURAL ALBERTO SANCHEZ,13,PUENTE DE VALLECAS,136,NUMANCIA,OPERATIVO,CALLE RISCO DE PELOCHE 15
528309,SITUADO_APARCABICICLETAS- CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,CALLE LADERA DE LOS ALMENDROS 2
528310,SITUADO_APARCABICICLETAS - IES VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,BULEVAR INDALECIO PRIETO 3
528311,SITUADO_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL PUENTE DE VALLECAS,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,CALLE PAYASO FOFO 20
528313,SITUADO_APARCABICICLETAS - AVENIDA DE PABLO NERUDA 89B,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,AVENIDA PABLO NERUDA 89B
528315,SITUADO_APARCABICICLETAS -CALLE DE LA SIERRA CARBONERA 72,13,PUENTE DE VALLECAS,132,SAN DIEGO,OPERATIVO,CALLE SIERRA CARBONERA 74
528318,SITUADO_APARCABICICLETAS - CENTRO CULTURAL PILAR MIRÓ VILLA DE VALLECAS,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,CALLE ENRIQUE GARCIA ALVAREZ 6
528319,SITUADO_APARCABICICLETAS - ESCUELA MUNICIPAL DE MUSICA DE VICALVARO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,BULEVAR INDALECIO PRIETO 16
528320,SITUADO_APARCABICICLETAS - BIBLIOTECA PUBLICA MUNICIPAL DE VICALVARO,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE VILLARDONDIEGO 36
528321,SITUADO_APARCABICICLETAS- ESTACION DE CERCANIAS DE VICALVARO,19,VICALVARO,193,VALDERRIVAS,OPERATIVO,CALLE SAN CIPRIANO 85
528323,SITUADOS_APARCABICICLETAS - METRO CARABANCHEL ALTO,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLEJON ROSA 15
528324,SITUADOS_APARCABICICLETAS - PLAZA DE LA EMPERATRIZ 5,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,PLAZA EMPERATRIZ 5
528325,SITUADOS_APARCABICILETAS - CENTRO INTEGRADO FRANCISCO DE GOYA,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE ALFREDO ALEIX 16
528326,SITUADOS_APARCABICILETAS- COLEGIO SALESIANOS CARABANCHEL,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,RONDA DON BOSCO 3
528327,SITUADOS_APARCABICICLETAS - AVENIDA DE LOS POBLADOS 122,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,AVENIDA POBLADOS 122
528328,SITUADOS_APARCABICICLETAS - CALLE DEL JACOBEO 1,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE JACOBEO 1
528330,SITUADOS_APARCABICICLETAS - COLEGIO ÁRTICA,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE MORALES 25C
528332,SITUADOS_APARCABICICLETAS - I.E.S. VISTA ALEGRE,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,CALLE GENERAL RICARDOS 177
528334,SITUADOS_APARCABICICLETAS - BIBLIOTECA JOSÉ HIERRO,12,USERA,127,PRADOLONGO,OPERATIVO,AVENIDA RAFAELA YBARRA 43
528335,SITUADOS_APARCABICICLETAS - METRO USERA,12,USERA,125,MOSCARDO,OPERATIVO,CALLE MIRASIERRA 35
528337,SITUADOS_APARCABICICLETAS - CENTRO CULTURAL ORCASUR,12,USERA,122,ORCASUR,OPERATIVO,PLAZA PUEBLO 2
528338,SITUADOS_APARCABICICLETAS - CALLE DE CERECINOS 8,12,USERA,126,ZOFIO,OPERATIVO,CALLE CERECINOS 8
528339,SITUADOS_APARCABICICLETAS - CERCANÍAS ORCASITAS,12,USERA,121,ORCASITAS,OPERATIVO,CALLE CAMPOTEJAR 24
528340,SITUADOS_APARCABICICLETAS - PLAZA DE LA ASOCIACION 1,12,USERA,121,ORCASITAS,OPERATIVO,PLAZA ASOCIACION 1
528341,SITUADOS_APARCABICICLETAS - CALLE DE TOLOSA 24,12,USERA,121,ORCASITAS,OPERATIVO,CALLE TOLOSA 24
528342,SITUADOS_APARCABICICLETAS - POLIDEPORTIVO MUNICIPAL DE ORCASITAS,12,USERA,126,ZOFIO,OPERATIVO,AVENIDA RAFAELA YBARRA 52
528343,SITUADOS_APARCABICICLETAS - CAMPO DE FÚTBOL ZOFIO,12,USERA,126,ZOFIO,OPERATIVO,CALLE RICARDO BELTRAN Y ROZPIDE 14
528344,SITUADOS_APARCABICICLETAS - METRO HOSPITAL 12 DE OCTUBRE,12,USERA,122,ORCASUR,OPERATIVO,GLORIETA MALAGA 11
528346,SITUADO_APARCABICICLETAS - COLEGIO DE LA PRESENTACION DE NTRA SRA,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE LARDERO 2
528347,SITUADOS_APARCABICICLETAS - INSTALACIÓN DEPORTIVA MUNICIPAL LA CHIMENEA,12,USERA,125,MOSCARDO,OPERATIVO,CALLE HERMENEGILDO BIELSA 2A
528348,SITUADO_APARCABICICLETAS - AVENIDA DE SANTA EUGENIA 2,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,AVENIDA SANTA EUGENIA 2
528351,SITUADO_APARCABICICLETAS - CENTRO CULTURAL VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,BULEVAR INDALECIO PRIETO 21
528354,SITUADOS_APARCABICICLETAS - CALLE DEL DODGE 2B,12,USERA,121,ORCASITAS,OPERATIVO,CALLE DODGE 2B
528355,SITUADO_APARCABICICLETAS - CALLE DE JAVIER DE MIGUEL 33A,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,CALLE JAVIER DE MIGUEL 33A
528356,SITUADO_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,CALLE LADERA DE LOS ALMENDROS 2
528358,SITUADO_APARCABICICLETAS - AVENIDA DEL PARQUE DE PALOMERAS BAJAS 13,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,AVENIDA PARQUE DE PALOMERAS BAJAS 13
528361,SITUADO_APARCABICICLETAS - Pabellon Nueva Castilla Voley,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,CALLE PICO DE LA CIERVA 4
528365,SITUADO_APARCABICICLETAS - AVENIDA DE BUENOS AIRES 99,13,PUENTE DE VALLECAS,134,PALOMERAS SURESTE,OPERATIVO,AVENIDA BUENOS AIRES 99
528366,SITUADO_APARCABICICLETAS - AVENIDA DE PABLO NERUDA 93,13,PUENTE DE VALLECAS,133,PALOMERAS BAJAS,OPERATIVO,AVENIDA PABLO NERUDA 93
528367,SITUADO_APARCABICICLETAS - CALLE DE LA SEPIOLITA 1,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE VILLABLANCA 81
528368,SITUADO_APARCABICICLETAS - AVENIDA ENTREVIAS 92,13,PUENTE DE VALLECAS,131,ENTREVIAS,OPERATIVO,AVENIDA ENTREVIAS 92
528370,SITUADO_APARCABICICLETAS -,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,CALLE ZAZUAR 1A
528374,SITUADOS_APARCABICICLETAS - JUNTA MUNICIPAL DEL DISTRITO DE USERA,12,USERA,127,PRADOLONGO,OPERATIVO,CALLE DOLORES BARRANCO 73
528375,SITUADOS_APARCABICICLETAS - AVENIDA DE ORCASUR 60,12,USERA,122,ORCASUR,OPERATIVO,AVENIDA ORCASUR 60
528378,SITUADOS_APARCABICICLETAS - METRO PLAZA ELÍPTICA,11,CARABANCHEL,112,OPAÑEL,OPERATIVO,AVENIDA OPORTO 2
528380,SITUADOS_APARCABICICLETAS - COMPLEJO DEPORTIVO MUNICIPAL DE LA MINA,11,CARABANCHEL,114,VISTA ALEGRE,OPERATIVO,CALLE MONSEÑOR OSCAR ROMERO 41
528383,SITUADOS_APARCABICICLETAS - C.D.PUERTA BONITA,11,CARABANCHEL,113,SAN ISIDRO,OPERATIVO,CALLE VIA CARPETANA 178
528385,SITUADOS_APARCABICICLETAS - AVENIDA DE LOS POBLADOS 106,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,AVENIDA POBLADOS 106
528389,SITUADOS_APARCABICICLETAS - METRO PLAZA ELÍPTICA,11,CARABANCHEL,117,ABRANTES,OPERATIVO,PLAZA FERNANDEZ LADREDA 3
528391,SITUADOS_APARCABICICLETAS - CALLE DE LA LONJA DE LA SEDA 41,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE LONJA DE LA SEDA 41
528393,SITUADOS_APARCABICICLETAS - CALLE DE LOS MORALES 33,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE MORALES 33
528394,SITUADOS_APARCABICICLETAS - CALLE DE ATAPUERCA 5E,11,CARABANCHEL,116,BUENAVISTA,OPERATIVO,CALLE ATAPUERCA 5E
528397,SITUADOS_APARCABICICLETAS - CALLE DE NUESTRA SEÑORA DE LA LUZ 11,11,CARABANCHEL,114,VISTA ALEGRE,OPERATIVO,CALLE NUESTRA SEÑORA DE LA LUZ 11
528398,SITUADOS_APARCABICICLETAS - CALLE DE CASTROJERIZ 18,11,CARABANCHEL,114,VISTA ALEGRE,OPERATIVO,CALLE CASTROJERIZ 18
528399,SITUADOS_APARCABICICLETAS - CEPA VISTA ALEGRE,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,CALLE GENERAL RICARDOS 179B
528400,SITUADOS_APARCABICICLETAS-COLEGIO SANTA RITA,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,CALLE EUGENIA DE MONTIJO 53
528402,SITUADOS_APARCABICICLETAS - CALLE DE NUESTRA SEÑORA DE LA ANTIGUA 52C,11,CARABANCHEL,115,PUERTA BONITA,OPERATIVO,CALLE NUESTRA SEÑORA DE LA ANTIGUA 52C
528404,SITUADOS_APARCABICICLETAS - METRO CIUDAD DE LOS ÁNGELES,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,CALLE TERTULIA 17
528405,SITUADOS_APARCABICICLETAS -,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,CALLE ROMERAL 11
528411,SITUADOS_APARCABICICLETAS - PASEO DE LOS GIGANTES Y CABEZUDOS 70,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,PASEO GIGANTES Y CABEZUDOS 70
528412,SITUADOS_APARCABICICLETAS - CALLE DE ALCOCER 3,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,CALLE ALCOCER 3
528413,SITUADOS_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL SAN CRISTÓBAL,17,VILLAVERDE,172,SAN CRISTOBAL,OPERATIVO,PLAZA PINAZO 9
528414,SITUADOS_APARCABICICLETAS - PLAZA DE AGATA 11,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,PLAZA AGATA 11
528415,SITUADOS_APARCABICICLETAS - POLIDEPORTIVO PLATA Y CASTAÑAR,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,PASEO PLATA Y CASTAÑAR 7
528417,SITUADOS_APARCABICICLETAS - PASEO DE LAS MORERAS 5,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,PASEO MORERAS 5
528418,SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO LOS ROSALES,17,VILLAVERDE,173,BUTARQUE,OPERATIVO,AVENIDA LOS ROSALES 131
528419,SITUADO_APARCABICICLETAS - CALLE DE PUENTEDEY 5F,18,VILLA DE VALLECAS,183,ENSANCHE DE VALLECAS,OPERATIVO,CALLE PUENTEDEY 5G
528420,SITUADOS_APARCABICICLETAS - PASEO DE ALBERTO PALACIOS 13,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,PASEO ALBERTO PALACIOS 16
528421,SITUADO_APARCABICICLETAS - BIBLIOTECA PUBLICA MUNICIPAL FRANCISCO AYALA,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,BULEVAR INDALECIO PRIETO 21
528422,SITUADOS_APARCABICICLETAS - CALLE DE LA TERTULIA 3,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,CALLE TERTULIA 1
528423,SITUADO_APARCABICICLETAS - CALLE DE PUENTEDEY 5F,18,VILLA DE VALLECAS,183,ENSANCHE DE VALLECAS,OPERATIVO,CALLE PUENTEDEY 5.0
528425,"SITUADOS_APARCABICICLETAS - CONSERVATORIO PROFESIONAL DE MÚSICA ""VICTORIA DE LOS ÁNGELES"" MADRID",17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,AVENIDA OROVILLA 51
528427,SITUADO_APARCABICICLETAS - AVENIDA DEL ENSANCHE DE VALLECAS 14F,18,VILLA DE VALLECAS,183,ENSANCHE DE VALLECAS,OPERATIVO,AVENIDA ENSANCHE DE VALLECAS 14.0
528428,SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO EL GRECO,17,VILLAVERDE,173,BUTARQUE,OPERATIVO,CALLE ESTEFANITA 7
528430,SITUADOS_APARCABICICLETAS - POLIDEPORTIVO DE MARCONI,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,CALLE PRINCIPAL 1
528435,SITUADOS_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL FÉLIX RUBIO,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,CALLE CIUDADANIA 5
528438,SITUADO_APARCABICICLETAS - IES VILLABLANCA,19,VICALVARO,191,CASCO H.VICALVARO,OPERATIVO,CALLE VILLABLANCA 79
528439,SITUADOS_APARCABICICLETAS - CERCANÍAS PUENTE ALCOCER,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,CALLE ALCOCER 45B
528440,SITUADOS_APARCABICICLETAS - CALLE DE MARIA BARRIENTOS 2,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,CALLE MARIA BARRIENTOS 2
528442,SITUADOS_APARCABICICLETAS -,17,VILLAVERDE,172,SAN CRISTOBAL,OPERATIVO,CALLE GODELLA 57
528443,SITUADOS_APARCABICICLETAS - RESIDENCIA VILLAVERDE ALZHEIMER GESTIÓN PÚBLICA,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,CARRETERA VILLAVERDE A VALLECAS 38
528446,SITUADOS_APARCABICICLETAS - AVENIDA OROVILLA 35,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,AVENIDA OROVILLA 35
528447,SITUADO_APARCABICICLETAS - VALLECAS C.F.,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,CALLE PUERTO DE REINOSA 2
528449,SITUADO_APARCABICICLETAS - CALLE DEL PADRE LLANOS 5,13,PUENTE DE VALLECAS,131,ENTREVIAS,OPERATIVO,CALLE PADRE LLANOS 5
528451,SITUADOS_APARCABICICLETAS - METRO VILLAVERDE BAJO - CRUCE,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,AVENIDA ANDALUCIA 45
528453,SITUADOS_APARCABICICLETAS - CALLE DEL BERROCAL 46,17,VILLAVERDE,173,BUTARQUE,OPERATIVO,CALLE BERROCAL 46
528454,SITUADO_APARCABICICLETAS- COLEGIO EL VALLE VALDEBERNARDO,19,VICALVARO,192,VALDEBERNARDO,OPERATIVO,CALLE CORDEL DE PAVONES 2
528457,SITUADOS APARCABICICLETAS - CALLE DE ROCAFORT 9,17,VILLAVERDE,172,SAN CRISTOBAL,OPERATIVO,CALLE ROCAFORT 9
528458,SITUADOS APARCABICLETAS - CENTRO SOCIOCULTURAL ÁGATA,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,CALLE DOCTOR MARTIN AREVALO 4
528460,SITUADOS APARCABICILETAS - CERCANÍAS VILLAVERDE BAJO,17,VILLAVERDE,174,LOS ROSALES,OPERATIVO,PASEO ESTACION 2
528461,SITUADO_APARCABICICLETAS - CALLE DE FUENTIDUEÑA 41,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,CALLE FUENTIDUEÑA 41
528462,SITUADO_APARCABICICLETAS - ESCUELA DE MUSICA CREATIVA SL,18,VILLA DE VALLECAS,182,SANTA EUGENIA,OPERATIVO,CALLE AGUSTIN GARCIA MALLA 4
528463,SITUADOS_APARCABICICLETAS - BIBLIOTECA PÚBLICA MARÍA MOLINER,17,VILLAVERDE,171,VILLAVERDE ALTO C.H.,OPERATIVO,CALLE OLAS 2
528464,SITUADOS_APARCABICICLETAS - CENTRO SOCIOCULTURAL BOHEMIOS,17,VILLAVERDE,175,LOS ANGELES,OPERATIVO,CALLE LOS BOHEMIOS 1
528465,SITUADO_APARCABICICLETAS - CALLE DE FUENTIDUEÑA 11,18,VILLA DE VALLECAS,181,CASCO H.VALLECAS,OPERATIVO,CALLE FUENTIDUEÑA 11
